video,candidate,real_or_fake,frame_idx,timestamp_s,crop_path
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1260,42.04,frames_cropped/Biden/Rframes/YKq93dpbd10_42.04s_f001260_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1320,44.04,frames_cropped/Biden/Rframes/YKq93dpbd10_44.04s_f001320_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1380,46.05,frames_cropped/Biden/Rframes/YKq93dpbd10_46.05s_f001380_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1440,48.05,frames_cropped/Biden/Rframes/YKq93dpbd10_48.05s_f001440_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1500,50.05,frames_cropped/Biden/Rframes/YKq93dpbd10_50.05s_f001500_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1560,52.05,frames_cropped/Biden/Rframes/YKq93dpbd10_52.05s_f001560_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1620,54.05,frames_cropped/Biden/Rframes/YKq93dpbd10_54.05s_f001620_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1680,56.06,frames_cropped/Biden/Rframes/YKq93dpbd10_56.06s_f001680_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1740,58.06,frames_cropped/Biden/Rframes/YKq93dpbd10_58.06s_f001740_c0.jpg
Biden/Rvids/YKq93dpbd10.mp4,Biden,real,1800,60.06,frames_cropped/Biden/Rframes/YKq93dpbd10_60.06s_f001800_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,450,18.0,frames_cropped/Biden/Rframes/_59agcnLAj4_18.00s_f000450_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,500,20.0,frames_cropped/Biden/Rframes/_59agcnLAj4_20.00s_f000500_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,550,22.0,frames_cropped/Biden/Rframes/_59agcnLAj4_22.00s_f000550_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,600,24.0,frames_cropped/Biden/Rframes/_59agcnLAj4_24.00s_f000600_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,650,26.0,frames_cropped/Biden/Rframes/_59agcnLAj4_26.00s_f000650_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,700,28.0,frames_cropped/Biden/Rframes/_59agcnLAj4_28.00s_f000700_c0.jpg
Biden/Rvids/_59agcnLAj4.webm,Biden,real,750,30.0,frames_cropped/Biden/Rframes/_59agcnLAj4_30.00s_f000750_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,0,0.0,frames_cropped/Biden/Rframes/m2ay8kViOyQ_0.00s_f000000_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,48,2.0,frames_cropped/Biden/Rframes/m2ay8kViOyQ_2.00s_f000048_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,96,4.0,frames_cropped/Biden/Rframes/m2ay8kViOyQ_4.00s_f000096_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,144,6.01,frames_cropped/Biden/Rframes/m2ay8kViOyQ_6.01s_f000144_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,192,8.01,frames_cropped/Biden/Rframes/m2ay8kViOyQ_8.01s_f000192_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,240,10.01,frames_cropped/Biden/Rframes/m2ay8kViOyQ_10.01s_f000240_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,288,12.01,frames_cropped/Biden/Rframes/m2ay8kViOyQ_12.01s_f000288_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,336,14.01,frames_cropped/Biden/Rframes/m2ay8kViOyQ_14.01s_f000336_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,384,16.01,frames_cropped/Biden/Rframes/m2ay8kViOyQ_16.01s_f000384_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,432,18.02,frames_cropped/Biden/Rframes/m2ay8kViOyQ_18.02s_f000432_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,480,20.02,frames_cropped/Biden/Rframes/m2ay8kViOyQ_20.02s_f000480_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,528,22.02,frames_cropped/Biden/Rframes/m2ay8kViOyQ_22.02s_f000528_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,576,24.02,frames_cropped/Biden/Rframes/m2ay8kViOyQ_24.02s_f000576_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,624,26.02,frames_cropped/Biden/Rframes/m2ay8kViOyQ_26.02s_f000624_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,672,28.02,frames_cropped/Biden/Rframes/m2ay8kViOyQ_28.02s_f000672_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,720,30.03,frames_cropped/Biden/Rframes/m2ay8kViOyQ_30.03s_f000720_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,768,32.03,frames_cropped/Biden/Rframes/m2ay8kViOyQ_32.03s_f000768_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,816,34.03,frames_cropped/Biden/Rframes/m2ay8kViOyQ_34.03s_f000816_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,864,36.03,frames_cropped/Biden/Rframes/m2ay8kViOyQ_36.03s_f000864_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,912,38.03,frames_cropped/Biden/Rframes/m2ay8kViOyQ_38.03s_f000912_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1008,42.04,frames_cropped/Biden/Rframes/m2ay8kViOyQ_42.04s_f001008_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1056,44.04,frames_cropped/Biden/Rframes/m2ay8kViOyQ_44.04s_f001056_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1104,46.04,frames_cropped/Biden/Rframes/m2ay8kViOyQ_46.04s_f001104_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1152,48.04,frames_cropped/Biden/Rframes/m2ay8kViOyQ_48.04s_f001152_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1200,50.04,frames_cropped/Biden/Rframes/m2ay8kViOyQ_50.04s_f001200_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1248,52.04,frames_cropped/Biden/Rframes/m2ay8kViOyQ_52.04s_f001248_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1296,54.05,frames_cropped/Biden/Rframes/m2ay8kViOyQ_54.05s_f001296_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1344,56.05,frames_cropped/Biden/Rframes/m2ay8kViOyQ_56.05s_f001344_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1392,58.05,frames_cropped/Biden/Rframes/m2ay8kViOyQ_58.05s_f001392_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1440,60.05,frames_cropped/Biden/Rframes/m2ay8kViOyQ_60.05s_f001440_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1488,62.05,frames_cropped/Biden/Rframes/m2ay8kViOyQ_62.05s_f001488_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1536,64.05,frames_cropped/Biden/Rframes/m2ay8kViOyQ_64.05s_f001536_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1584,66.06,frames_cropped/Biden/Rframes/m2ay8kViOyQ_66.06s_f001584_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1632,68.06,frames_cropped/Biden/Rframes/m2ay8kViOyQ_68.06s_f001632_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1680,70.06,frames_cropped/Biden/Rframes/m2ay8kViOyQ_70.06s_f001680_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1728,72.06,frames_cropped/Biden/Rframes/m2ay8kViOyQ_72.06s_f001728_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1776,74.06,frames_cropped/Biden/Rframes/m2ay8kViOyQ_74.06s_f001776_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1824,76.06,frames_cropped/Biden/Rframes/m2ay8kViOyQ_76.06s_f001824_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1872,78.07,frames_cropped/Biden/Rframes/m2ay8kViOyQ_78.07s_f001872_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1920,80.07,frames_cropped/Biden/Rframes/m2ay8kViOyQ_80.07s_f001920_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,1968,82.07,frames_cropped/Biden/Rframes/m2ay8kViOyQ_82.07s_f001968_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2016,84.07,frames_cropped/Biden/Rframes/m2ay8kViOyQ_84.07s_f002016_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2064,86.07,frames_cropped/Biden/Rframes/m2ay8kViOyQ_86.07s_f002064_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2112,88.07,frames_cropped/Biden/Rframes/m2ay8kViOyQ_88.07s_f002112_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2160,90.08,frames_cropped/Biden/Rframes/m2ay8kViOyQ_90.08s_f002160_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2208,92.08,frames_cropped/Biden/Rframes/m2ay8kViOyQ_92.08s_f002208_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2256,94.08,frames_cropped/Biden/Rframes/m2ay8kViOyQ_94.08s_f002256_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2304,96.08,frames_cropped/Biden/Rframes/m2ay8kViOyQ_96.08s_f002304_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2352,98.08,frames_cropped/Biden/Rframes/m2ay8kViOyQ_98.08s_f002352_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2400,100.08,frames_cropped/Biden/Rframes/m2ay8kViOyQ_100.08s_f002400_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2448,102.09,frames_cropped/Biden/Rframes/m2ay8kViOyQ_102.09s_f002448_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2496,104.09,frames_cropped/Biden/Rframes/m2ay8kViOyQ_104.09s_f002496_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2544,106.09,frames_cropped/Biden/Rframes/m2ay8kViOyQ_106.09s_f002544_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2592,108.09,frames_cropped/Biden/Rframes/m2ay8kViOyQ_108.09s_f002592_c0.jpg
Biden/Rvids/m2ay8kViOyQ.webm,Biden,real,2640,110.09,frames_cropped/Biden/Rframes/m2ay8kViOyQ_110.09s_f002640_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,200,8.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_8.00s_f000200_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,250,10.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_10.00s_f000250_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,850,34.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_34.00s_f000850_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,1000,40.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_40.00s_f001000_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,1100,44.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_44.00s_f001100_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,1600,64.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_64.00s_f001600_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2050,82.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_82.00s_f002050_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2350,94.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_94.00s_f002350_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2400,96.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_96.00s_f002400_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2450,98.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_98.00s_f002450_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2500,100.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_100.00s_f002500_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2550,102.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_102.00s_f002550_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2600,104.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_104.00s_f002600_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2750,110.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_110.00s_f002750_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2800,112.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_112.00s_f002800_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2850,114.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_114.00s_f002850_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2900,116.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_116.00s_f002900_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,2950,118.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_118.00s_f002950_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3100,124.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_124.00s_f003100_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3150,126.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_126.00s_f003150_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3200,128.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_128.00s_f003200_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3250,130.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_130.00s_f003250_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3300,132.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_132.00s_f003300_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3350,134.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_134.00s_f003350_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3400,136.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_136.00s_f003400_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3450,138.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_138.00s_f003450_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3500,140.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_140.00s_f003500_c0.jpg
Biden/Rvids/-rnXhwCnaIc.webm,Biden,real,3550,142.0,frames_cropped/Biden/Rframes/-rnXhwCnaIc_142.00s_f003550_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,0,0.0,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_0.00s_f000000_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,60,2.0,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_2.00s_f000060_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,120,4.0,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_4.00s_f000120_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,180,6.01,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_6.01s_f000180_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,240,8.01,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_8.01s_f000240_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,300,10.01,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_10.01s_f000300_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,360,12.01,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_12.01s_f000360_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,420,14.01,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_14.01s_f000420_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,480,16.01,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_16.01s_f000480_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,540,18.02,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_18.02s_f000540_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,600,20.02,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_20.02s_f000600_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,660,22.02,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_22.02s_f000660_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,720,24.02,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_24.02s_f000720_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,780,26.02,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_26.02s_f000780_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,840,28.03,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_28.03s_f000840_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,900,30.03,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_30.03s_f000900_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,960,32.03,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_32.03s_f000960_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1020,34.03,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_34.03s_f001020_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1080,36.03,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_36.03s_f001080_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1140,38.04,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_38.04s_f001140_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1200,40.04,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_40.04s_f001200_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1260,42.04,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_42.04s_f001260_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1320,44.04,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_44.04s_f001320_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1380,46.04,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_46.04s_f001380_c0.jpg
Biden/Rvids/X0Q-aQ22HOk.webm,Biden,real,1440,48.04,frames_cropped/Biden/Rframes/X0Q-aQ22HOk_48.04s_f001440_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,0,0.0,frames_cropped/Biden/Rframes/A0NOHae0O4E_0.00s_f000000_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,60,2.0,frames_cropped/Biden/Rframes/A0NOHae0O4E_2.00s_f000060_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,120,4.0,frames_cropped/Biden/Rframes/A0NOHae0O4E_4.00s_f000120_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,180,6.01,frames_cropped/Biden/Rframes/A0NOHae0O4E_6.01s_f000180_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,240,8.01,frames_cropped/Biden/Rframes/A0NOHae0O4E_8.01s_f000240_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,300,10.01,frames_cropped/Biden/Rframes/A0NOHae0O4E_10.01s_f000300_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,360,12.01,frames_cropped/Biden/Rframes/A0NOHae0O4E_12.01s_f000360_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,420,14.01,frames_cropped/Biden/Rframes/A0NOHae0O4E_14.01s_f000420_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,480,16.02,frames_cropped/Biden/Rframes/A0NOHae0O4E_16.02s_f000480_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,540,18.02,frames_cropped/Biden/Rframes/A0NOHae0O4E_18.02s_f000540_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,600,20.02,frames_cropped/Biden/Rframes/A0NOHae0O4E_20.02s_f000600_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,660,22.02,frames_cropped/Biden/Rframes/A0NOHae0O4E_22.02s_f000660_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,720,24.02,frames_cropped/Biden/Rframes/A0NOHae0O4E_24.02s_f000720_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,780,26.03,frames_cropped/Biden/Rframes/A0NOHae0O4E_26.03s_f000780_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,840,28.03,frames_cropped/Biden/Rframes/A0NOHae0O4E_28.03s_f000840_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,900,30.03,frames_cropped/Biden/Rframes/A0NOHae0O4E_30.03s_f000900_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,960,32.03,frames_cropped/Biden/Rframes/A0NOHae0O4E_32.03s_f000960_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1020,34.03,frames_cropped/Biden/Rframes/A0NOHae0O4E_34.03s_f001020_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1080,36.04,frames_cropped/Biden/Rframes/A0NOHae0O4E_36.04s_f001080_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1140,38.04,frames_cropped/Biden/Rframes/A0NOHae0O4E_38.04s_f001140_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1200,40.04,frames_cropped/Biden/Rframes/A0NOHae0O4E_40.04s_f001200_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1260,42.04,frames_cropped/Biden/Rframes/A0NOHae0O4E_42.04s_f001260_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1320,44.04,frames_cropped/Biden/Rframes/A0NOHae0O4E_44.04s_f001320_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1380,46.05,frames_cropped/Biden/Rframes/A0NOHae0O4E_46.05s_f001380_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1440,48.05,frames_cropped/Biden/Rframes/A0NOHae0O4E_48.05s_f001440_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1500,50.05,frames_cropped/Biden/Rframes/A0NOHae0O4E_50.05s_f001500_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1560,52.05,frames_cropped/Biden/Rframes/A0NOHae0O4E_52.05s_f001560_c0.jpg
Biden/Rvids/A0NOHae0O4E.webm,Biden,real,1620,54.05,frames_cropped/Biden/Rframes/A0NOHae0O4E_54.05s_f001620_c0.jpg
